"1","0","pred","obs","Decile","Ventile","Charged_off"
0.5652,0.4348,"1","0",2,3,0
0.2336,0.7664,"0","0",9,17,0
0.4289,0.5711,"0","0",5,9,0
0.3227,0.6773,"0","0",7,14,0
0.2694,0.7306,"0","0",8,16,0
0.5883,0.4117,"1","1",2,3,1
0.332,0.668,"0","0",7,14,0
0.3805,0.6195,"0","0",6,12,0
0.5037,0.4963,"1","0",3,6,0
0.2684,0.7316,"0","0",8,16,0
0.3699,0.6301,"0","1",6,12,1
0.3966,0.6034,"0","0",6,11,0
0.4592,0.5408,"0","0",4,8,0
0.5301,0.4699,"1","0",3,5,0
0,1,"0","0",10,20,0
0.5513,0.4487,"1","1",2,4,1
0.4118,0.5882,"0","0",5,10,0
0.5069,0.4931,"1","1",3,6,1
0.4471,0.5529,"0","0",4,8,0
0.5475,0.4525,"1","1",2,4,1
0.2209,0.7791,"0","0",9,17,0
0.2532,0.7468,"0","1",8,16,1
0.4334,0.5666,"0","0",5,9,0
0.2492,0.7508,"0","0",9,17,0
0.17,0.83,"0","0",9,18,0
0.447,0.553,"0","1",4,8,1
0.5781,0.4219,"1","0",2,3,0
0.4945,0.5055,"0","0",3,6,0
0.4215,0.5785,"0","1",5,9,1
0.4634,0.5366,"0","1",4,7,1
0.5061,0.4939,"1","1",3,6,1
0.5159,0.4841,"1","1",3,5,1
0,1,"0","0",10,20,0
0.5761,0.4239,"1","1",2,3,1
0.4166,0.5834,"0","0",5,10,0
0.461,0.539,"0","0",4,8,0
0.1564,0.8436,"0","0",10,19,0
0.4929,0.5071,"0","1",3,6,1
0.2551,0.7449,"0","0",8,16,0
0.5805,0.4195,"1","1",2,3,1
0.5105,0.4895,"1","0",3,5,0
0.4676,0.5324,"0","0",4,7,0
0.4431,0.5569,"0","0",4,8,0
0.2351,0.7649,"0","1",9,17,1
0.4272,0.5728,"0","0",5,9,0
0.2367,0.7633,"0","0",9,17,0
0.1682,0.8318,"0","0",9,18,0
0.4299,0.5701,"0","1",5,9,1
0.2266,0.7734,"0","0",9,17,0
0.4689,0.5311,"0","1",4,7,1
0.0442,0.9558,"0","0",10,20,0
0.3545,0.6455,"0","0",7,13,0
0.3059,0.6941,"0","0",8,15,0
0.2693,0.7307,"0","0",8,16,0
0.4491,0.5509,"0","0",4,8,0
0.2734,0.7266,"0","0",8,16,0
0.3949,0.6051,"0","0",6,11,0
0.3906,0.6094,"0","0",6,11,0
0.0844,0.9156,"0","0",10,20,0
0.3716,0.6284,"0","1",6,12,1
0.2462,0.7538,"0","0",9,17,0
0.4943,0.5057,"0","0",3,6,0
0.5101,0.4899,"1","1",3,5,1
0.5814,0.4186,"1","1",2,3,1
0.4063,0.5937,"0","0",5,10,0
0.5994,0.4006,"1","1",1,2,1
0.125,0.875,"0","0",10,19,0
0.4973,0.5027,"0","1",3,6,1
0.6309,0.3691,"1","0",1,2,0
0.2215,0.7785,"0","0",9,17,0
0.6082,0.3918,"1","1",1,2,1
0.1754,0.8246,"0","0",9,18,0
0.2568,0.7432,"0","0",8,16,0
0.2928,0.7072,"0","0",8,15,0
0,1,"0","0",10,20,0
0.2519,0.7481,"0","1",9,17,1
0.086,0.914,"0","0",10,20,0
0.3088,0.6912,"0","0",8,15,0
0.2585,0.7415,"0","0",8,16,0
0.3216,0.6784,"0","1",7,14,1
0.3262,0.6738,"0","1",7,14,1
0.1994,0.8006,"0","0",9,18,0
0.2445,0.7555,"0","0",9,17,0
0.3148,0.6852,"0","0",8,15,0
0.0926,0.9074,"0","0",10,19,0
0.2934,0.7066,"0","0",8,15,0
0.5758,0.4242,"1","0",2,3,0
0.3341,0.6659,"0","1",7,14,1
0.5082,0.4918,"1","1",3,5,1
0,1,"0","0",10,20,0
0.5376,0.4624,"1","1",2,4,1
0.435,0.565,"0","0",5,9,0
0.3362,0.6638,"0","0",7,14,0
0.1942,0.8058,"0","0",9,18,0
0,1,"0","0",10,20,0
0.4514,0.5486,"0","0",4,8,0
0.2577,0.7423,"0","0",8,16,0
0.4167,0.5833,"0","0",5,10,0
0.466,0.534,"0","1",4,7,1
0.5347,0.4653,"1","1",2,4,1
0.2667,0.7333,"0","0",8,16,0
0.1514,0.8486,"0","0",10,19,0
0.3643,0.6357,"0","0",7,13,0
0.3069,0.6931,"0","0",8,15,0
0.4438,0.5562,"0","0",4,8,0
0.2869,0.7131,"0","0",8,16,0
0.3018,0.6982,"0","0",8,15,0
0.2759,0.7241,"0","0",8,16,0
0.222,0.778,"0","0",9,17,0
0.3508,0.6492,"0","0",7,13,0
0.165,0.835,"0","0",10,19,0
